budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.moliere-lefilm.com/,21494,"[{""id"": 10965, ""name"": ""playwright""}]",fr,Molière,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues.",4.61335,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2007-01-31,0,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,,Moliere,6.7,45
22000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,164457,"[{""id"": 378, ""name"": ""prison""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11494, ""name"": ""drug use""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 18035, ""name"": ""family""}, {""id"": 166816, ""name"": ""bare knuckle fighting""}, {""id"": 195621, ""name"": ""rust belt""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 207935, ""name"": ""manslaughter""}, {""id"": 238189, ""name"": ""social decay""}, {""id"": 238190, ""name"": ""ptsd""}]",en,Out of the Furnace,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",29.230298,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-06,15400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes your battles choose you.,Out of the Furnace,6.5,720
21500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,1073,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3616, ""name"": ""college""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 33705, ""name"": ""agent""}, {""id"": 159419, ""name"": ""blueprint""}, {""id"": 200883, ""name"": ""classified""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,12.819447,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Arlington Road Productions Corporation"", ""id"": 22512}, {""name"": ""Gorai / Samuelson Productions"", ""id"": 22513}, {""name"": ""Samuelson Productions"", ""id"": 22514}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-19,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your Paranoia Is Real.,Arlington Road,7.0,239
17000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",,81836,"[{""id"": 588, ""name"": ""rome""}, {""id"": 156063, ""name"": ""expatriate""}, {""id"": 156934, ""name"": ""episodic""}]",en,To Rome with Love,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",15.013386,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Medusa Film"", ""id"": 6246}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Perdido Productions"", ""id"": 12966}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-20,73244881,111,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,To Rome with Love,5.6,546
21000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,9473,"[{""id"": 237, ""name"": ""gay""}, {""id"": 471, ""name"": ""mount rushmore national memorial""}, {""id"": 2482, ""name"": ""swear word""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 6154, ""name"": ""hell""}, {""id"": 6778, ""name"": ""world supremacy""}, {""id"": 8102, ""name"": ""elementary school""}, {""id"": 8421, ""name"": ""saddam hussein""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 8778, ""name"": ""atheist""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 10033, ""name"": ""friends who hate each other""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11214, ""name"": ""cartoon sex""}, {""id"": 11217, ""name"": ""child swearing""}, {""id"": 11317, ""name"": ""visions of hell""}, {""id"": 11324, ""name"": ""u.s. canada war""}, {""id"": 11325, ""name"": ""shot to death""}, {""id"": 161919, ""name"": ""adult animation""}, {""id"": 203175, ""name"": ""south park colorado""}]",en,"South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",27.197799,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Comedy Central"", ""id"": 1538}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Comedy Central Films"", ""id"": 7480}, {""name"": ""Comedy Partners"", ""id"": 45852}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-06-30,0,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,UH-OH.,"South Park: Bigger, Longer & Uncut",7.1,893
21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,1499,"[{""id"": 233, ""name"": ""japan""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10278, ""name"": ""ninja""}]",en,Teenage Mutant Ninja Turtles III,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",10.207065,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-03-17,42000000,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184
32000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,20857,"[{""id"": 237, ""name"": ""gay""}]",en,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",5.683281,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GHS Productions KG"", ""id"": 3858}, {""name"": ""Munich Film Partners & Company (MFP) GHS Productions"", ""id"": 3859}, {""name"": ""Nides/McCormick Productions"", ""id"": 3860}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-14,40222729,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most important thing in life is showing up,Hardball,6.3,123
21000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.freedomwriters.com/,1646,"[{""id"": 577, ""name"": ""black people""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1739, ""name"": ""holocaust""}, {""id"": 2394, ""name"": ""ghetto""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 4508, ""name"": ""principal witness ""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6984, ""name"": ""racial segregation""}, {""id"": 6985, ""name"": ""anne frank""}, {""id"": 6986, ""name"": ""school excursion""}, {""id"": 6987, ""name"": ""idealism""}, {""id"": 7920, ""name"": ""violence in schools""}, {""id"": 41385, ""name"": ""racial tension""}, {""id"": 181858, ""name"": ""gang violence""}, {""id"": 185722, ""name"": ""based on true events""}]",en,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",17.746981,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-05,41170784,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Their story. Their world. Their future.,Freedom Writers,7.5,356
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",http://www.neverbackdownthemovie.com/,8456,"[{""id"": 526, ""name"": ""rebel""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5400, ""name"": ""champion""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12612, ""name"": ""nemesis""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 156801, ""name"": ""club""}, {""id"": 174244, ""name"": ""brawl""}]",en,Never Back Down,"Rebellious Jake Tyler is lured into an ultimate underground fight Scene at his new high school, after receiving threats to the safety of his friends and family Jake decides to seek the mentoring of a veteran fighter who trains him for one final no-holds-barred elimination fight with his nemesis and local martial arts champion Ryan McCarthy.",26.21425,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Baumgarten Management and Productions (BMP)"", ""id"": 23423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-03-04,41627431,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Win or lose... Everyone has their fight.,Never Back Down,6.4,497
21000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,7341,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 657, ""name"": ""fire""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 15085, ""name"": ""splatter""}, {""id"": 161320, ""name"": ""weightlifting""}, {""id"": 171411, ""name"": ""teen suicide""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Rage: Carrie 2,"After the suicide of her only friend, Rachel has never felt more on the outside. The one person who reached out to her, Jessie, also happens to be part of the popular crowd that lives to torment outsiders like her. But Rachel has something else that separates her from the rest, a secret amazing ability to move things with her mind. Sue Snell, the only survivor of Carrie White's rampage twenty-two years ago, may hold the key to helping Rachel come to terms with her awesome, but unwanted power. But as Rachel slowly learns to trust, a terrible trap is being laid for her. And making her angry could prove to be fatal.",4.781538,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Red Bank Films"", ""id"": 2229}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-03-11,17762705,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Looks Can Kill,The Rage: Carrie 2,5.1,76
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,10187,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 11999, ""name"": ""fox news""}]",en,Swing Vote,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.",5.815881,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-01,17600000,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One ordinary guy is giving the candidates a reason to run.,Swing Vote,5.8,65
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.tinker-tailor-soldier-spy.com/,49517,"[{""id"": 470, ""name"": ""spy""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 5265, ""name"": ""spying""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14617, ""name"": ""mole""}, {""id"": 14618, ""name"": ""british spy""}]",en,Tinker Tailor Soldier Spy,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",33.649652,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Kinowelt Filmproduktion"", ""id"": 2051}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Karla Films"", ""id"": 23697}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2011-09-16,0,127,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,How do you find an enemy who is hidden right before your eyes?,Tinker Tailor Soldier Spy,6.6,840
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",,16363,"[{""id"": 1411, ""name"": ""brothel""}, {""id"": 1457, ""name"": ""corset""}, {""id"": 2901, ""name"": ""crusader""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5744, ""name"": ""governor""}, {""id"": 13424, ""name"": ""tv reporter""}, {""id"": 33613, ""name"": ""madame""}, {""id"": 155273, ""name"": ""busty""}, {""id"": 156187, ""name"": ""cat house""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 163440, ""name"": ""based on adaptation""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 165347, ""name"": ""swearing""}]",en,The Best Little Whorehouse in Texas,"The town sheriff and a madame team up to stop a television evangelist from shutting down the local whorehouse, the famed ""Chicken Ranch.""",4.189378,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""RKO"", ""id"": 5902}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-07-23,69701637,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,With Burt and Dolly this much fun just couldn't be legal!,The Best Little Whorehouse in Texas,5.9,41
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",,1946,"[{""id"": 282, ""name"": ""video game""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 3490, ""name"": ""pop star""}, {""id"": 4563, ""name"": ""virtual reality""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5380, ""name"": ""virtual fight""}]",en,eXistenZ,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,21.928025,"[{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Serendipity Point Films"", ""id"": 805}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""The Movie Network"", ""id"": 808}, {""name"": ""Union G\u00e9n\u00e9rale Cin\u00e9matographique"", ""id"": 809}, {""name"": ""Canadian Television Fund"", ""id"": 20170}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1999-04-14,2856712,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Play it. Live it. Kill for it.,eXistenZ,6.7,475
20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",,840,"[{""id"": 1447, ""name"": ""indiana""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 2227, ""name"": ""evacuation""}, {""id"": 2583, ""name"": ""blackout""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3760, ""name"": ""light""}, {""id"": 4212, ""name"": ""contact""}, {""id"": 4214, ""name"": ""beguilement""}, {""id"": 4217, ""name"": ""exchange""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 160754, ""name"": ""mother ship""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 206711, ""name"": ""obsessive quest""}, {""id"": 206811, ""name"": ""life turned upside down""}]",en,Close Encounters of the Third Kind,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.",52.456505,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""EMI Films"", ""id"": 8263}, {""name"": ""Julia Phillips and Michael Phillips Productions"", ""id"": 11458}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-11-16,303788635,135,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,We are not alone.,Close Encounters of the Third Kind,7.2,1098
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,96,"[{""id"": 374, ""name"": ""smuggling of arms""}, {""id"": 703, ""name"": ""detective""}, {""id"": 1567, ""name"": ""intensive care""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4898, ""name"": ""armored car""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 155544, ""name"": ""horse track""}, {""id"": 163047, ""name"": ""beverly hills""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 193507, ""name"": ""oil field""}, {""id"": 226427, ""name"": ""cement truck""}, {""id"": 226428, ""name"": ""playboy mansion""}, {""id"": 226429, ""name"": ""shooting range""}]",en,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.",25.28436,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-05-18,299965036,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Beverly Hills Cop II,6.1,613
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",,10678,"[{""id"": 378, ""name"": ""prison""}, {""id"": 1594, ""name"": ""ex-boyfriend""}, {""id"": 3848, ""name"": ""support""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 10909, ""name"": ""lawyer""}]",en,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.",8.351385,"[{""name"": ""Hyde Park Films"", ""id"": 1172}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-07,132675402,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,5.4,183
20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]",,8872,"[{""id"": 2571, ""name"": ""tv show""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 10582, ""name"": ""television producer""}, {""id"": 187056, ""name"": ""woman director""}]",en,Wayne's World,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.",21.815122,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-02-14,121697323,94,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You'll laugh. You'll cry. You'll hurl.,Wayne's World,6.5,728
20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,14405,"[{""id"": 3445, ""name"": ""dog dirt""}, {""id"": 158401, ""name"": ""chihuahua""}, {""id"": 158402, ""name"": ""pinata""}, {""id"": 158418, ""name"": ""potted plant""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",12.25264,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,149281606,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,50% Warrior. 50% Lover. 100% Chihuahua.,Beverly Hills Chihuahua,4.9,209
13000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://theconjuring.warnerbros.com,138843,"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 5713, ""name"": ""rhode island""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 15043, ""name"": ""paranormal investigation""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 188989, ""name"": ""supernatural power""}, {""id"": 228897, ""name"": ""paranormal investigator""}, {""id"": 228936, ""name"": ""annabelle""}]",en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",49.975409,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-07-18,318000141,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the true case files of the Warrens,The Conjuring,7.4,3092
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",http://www.schoolofrockmovie.com/,1584,"[{""id"": 578, ""name"": ""rock and roll""}, {""id"": 5288, ""name"": ""rock""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 41591, ""name"": ""music band""}]",en,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",43.057323,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""NEW Century"", ""id"": 8647}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""Sor Productions"", ""id"": 88628}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-03,131282949,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He just landed the gig of his life: 5th grade.,School of Rock,6.7,1414
